timestamp,price,signal
1600000000010627188,127.47,0
1600000000010726795,127.45,0
1600000000010726795,127.47,0
1600000000010917612,127.45,0
1600000000010917612,127.47,0
1600000000011074276,127.45,0
1600000000011074276,127.47,0
1600000000011142606,127.45,0
1600000000011142606,127.47,0
1600000000011313409,127.45,0
1600000000011313409,127.47,0
1600000000011406745,127.45,0
1600000000011406745,127.47,0
1600000000011464815,127.45,0
1600000000011464815,127.47,0
1600000000011516135,127.45,0
1600000000011516135,127.47,0
1600000000011655178,127.46,0
1600000000011655178,127.48,0
1600000000011744099,127.45,0
1600000000011744099,127.47,0
1600000000011800688,127.45,0
1600000000011800688,127.47,0
1600000000011943683,127.45,0
1600000000011943683,127.47,0
1600000000012009272,127.45,0
1600000000012009272,127.47,0
1600000000012095647,127.45,0
1600000000012095647,127.47,0
1600000000012188732,127.45,0
1600000000012188732,127.47,0
1600000000012299572,127.45,0
1600000000012299572,127.47,0
1600000000012448276,127.45,0
1600000000012448276,127.47,0
1600000000012595323,127.44,0
1600000000012595323,127.46,0
1600000000012676305,127.44,0
1600000000012676305,127.46,0
1600000000012786025,127.44,0
1600000000012786025,127.46,0
1600000000012983843,127.44,0
1600000000012983843,127.46,0
1600000000013062357,127.44,0
1600000000013062357,127.46,0
1600000000013247280,127.44,0
1600000000013247280,127.46,0
1600000000013373314,127.45,0
1600000000013373314,127.47,0
1600000000013521702,127.45,0
1600000000013521702,127.47,0
1600000000013616547,127.45,0
1600000000013616547,127.47,0
1600000000013813549,127.45,0
1600000000013813549,127.47,0
1600000000013974402,127.44,0
1600000000013974402,127.46,0
1600000000014132819,127.44,0
1600000000014132819,127.46,0
1600000000014296255,127.44,0
1600000000014296255,127.46,0
1600000000014367414,127.45,0
1600000000014367414,127.47,0
1600000000014507202,127.45,0
1600000000014507202,127.47,0
1600000000014581205,127.45,0
1600000000014581205,127.47,0
1600000000014736927,127.45,0
1600000000014736927,127.47,0
1600000000014822066,127.45,0
1600000000014822066,127.47,0
1600000000014924518,127.45,0
1600000000014924518,127.47,0
1600000000014996723,127.45,0
1600000000014996723,127.47,0
1600000000015103678,127.45,0
1600000000015103678,127.47,0
1600000000015161142,127.45,0
1600000000015161142,127.47,0
1600000000015220982,127.46,0
1600000000015220982,127.48,0
1600000000015311750,127.45,0
1600000000015311750,127.47,0
1600000000015502283,127.45,0
1600000000015502283,127.47,0
1600000000015573210,127.46,0
1600000000015573210,127.48,0
1600000000015721832,127.46,0
1600000000015721832,127.48,0
1600000000015787161,127.46,0
1600000000015787161,127.48,0
1600000000015852952,127.46,0
1600000000015852952,127.48,0
1600000000015955579,127.46,0
1600000000015955579,127.48,0
1600000000016134464,127.45,0
1600000000016134464,127.47,0
1600000000016329908,127.45,0
1600000000016329908,127.47,0
1600000000016489462,127.45,0
1600000000016489462,127.47,0
1600000000016669898,127.45,0
1600000000016669898,127.47,0
1600000000016806971,127.44,0
1600000000016806971,127.46,0
1600000000016891341,127.45,0
1600000000016891341,127.47,0
1600000000016992749,127.45,0
1600000000016992749,127.47,0
1600000000017133690,127.45,0
1600000000017133690,127.47,0
1600000000017329996,127.45,0
1600000000017329996,127.47,0
1600000000017518600,127.45,0
1600000000017518600,127.47,0
1600000000017604016,127.45,0
1600000000017604016,127.47,0
1600000000017726455,127.45,0
1600000000017726455,127.47,0
1600000000017794697,127.44,0
1600000000017794697,127.46,0
1600000000017924021,127.45,0
1600000000017924021,127.47,0
1600000000018009270,127.45,0
1600000000018009270,127.47,0
1600000000018159394,127.45,0
1600000000018159394,127.47,0
1600000000018304443,127.45,0
1600000000018304443,127.47,0
1600000000018439521,127.44,0
1600000000018439521,127.46,0
1600000000018521815,127.44,0
1600000000018521815,127.46,0
1600000000018706571,127.44,0
1600000000018706571,127.46,0
1600000000018898074,127.44,0
1600000000018898074,127.46,0
1600000000019037701,127.45,0
1600000000019037701,127.47,0
1600000000019178082,127.44,0
1600000000019178082,127.46,0
1600000000019318109,127.44,0
1600000000019318109,127.46,0
1600000000019438475,127.45,0
1600000000019438475,127.47,0
1600000000019582651,127.44,0
1600000000019582651,127.46,0
1600000000019752318,127.45,0
1600000000019752318,127.47,0
1600000000019875188,127.45,0
1600000000019875188,127.47,0
1600000000019972575,127.45,0
1600000000019972575,127.47,0
1600000000020031879,127.45,0
1600000000020031879,127.47,0
1600000000020098911,127.45,0
1600000000020098911,127.47,0
1600000000020240202,127.45,0
1600000000020240202,127.47,0
1600000000020403091,127.45,0
1600000000020403091,127.47,0
1600000000020512577,127.45,0
1600000000020512577,127.47,0
1600000000020628129,127.45,0
1600000000020628129,127.47,0
1600000000020717373,127.46,0
1600000000020717373,127.48,0
1600000000020904387,127.46,0
1600000000020904387,127.48,0
1600000000021005084,127.46,0
1600000000021005084,127.48,0
1600000000021181115,127.46,0
1600000000021181115,127.48,0
1600000000021233808,127.46,0
1600000000021233808,127.48,0
1600000000021364906,127.46,0
1600000000021364906,127.48,0
1600000000021421165,127.46,0
1600000000021421165,127.48,0
1600000000021590911,127.46,0
1600000000021590911,127.48,0
1600000000021748683,127.46,0
1600000000021748683,127.48,0
1600000000021916611,127.46,0
1600000000021916611,127.48,0
1600000000022102625,127.46,0
1600000000022102625,127.48,0
1600000000022200044,127.46,0
1600000000022200044,127.48,0
1600000000022352136,127.47,0
1600000000022352136,127.49,0
1600000000022458241,127.46,0
1600000000022458241,127.48,0
1600000000022531645,127.47,0
1600000000022531645,127.49,0
1600000000022654301,127.48,0
1600000000022654301,127.5,0
1600000000022841075,127.47,0
1600000000022841075,127.49,0
1600000000022992040,127.47,0
1600000000022992040,127.49,0
1600000000023098372,127.47,0
1600000000023098372,127.49,0
1600000000023251554,127.47,0
1600000000023251554,127.49,0
1600000000023412949,127.47,0
1600000000023412949,127.49,0
1600000000023565568,127.48,0
1600000000023565568,127.5,0
1600000000023723837,127.48,0
1600000000023723837,127.5,0
1600000000023847681,127.47,0
1600000000023847681,127.49,0
1600000000024022664,127.47,0
1600000000024022664,127.49,0
1600000000024106806,127.47,0
1600000000024106806,127.49,0
1600000000024266505,127.47,0
1600000000024266505,127.49,0
1600000000024412731,127.47,0
1600000000024412731,127.49,0
1600000000024470124,127.46,0
1600000000024470124,127.48,0
1600000000024622405,127.47,0
1600000000024622405,127.49,0
1600000000024681793,127.47,0
1600000000024681793,127.49,0
1600000000024794762,127.46,0
1600000000024794762,127.48,0
1600000000024881422,127.46,0
1600000000024881422,127.48,0
1600000000025020666,127.46,0
1600000000025020666,127.48,0
1600000000025150210,127.46,0
1600000000025150210,127.48,0
1600000000025331393,127.46,0
1600000000025331393,127.48,0
1600000000025496763,127.46,0
1600000000025496763,127.48,0
1600000000025564308,127.47,0
1600000000025564308,127.49,0
1600000000025747759,127.47,0
1600000000025747759,127.49,0
1600000000025885105,127.47,0
1600000000025885105,127.49,0
1600000000025952914,127.46,0
1600000000025952914,127.48,0
1600000000026030881,127.47,0
1600000000026030881,127.49,0
1600000000026221701,127.47,0
1600000000026221701,127.49,0
1600000000026295125,127.47,0
1600000000026295125,127.49,0
1600000000026453536,127.48,0
1600000000026453536,127.5,0
1600000000026573605,127.49,0
1600000000026573605,127.51,0
1600000000026712724,127.49,0
1600000000026712724,127.51,0
1600000000026799773,127.49,0
1600000000026799773,127.51,0
1600000000026877594,127.49,0
1600000000026877594,127.51,0
1600000000027023391,127.49,0
1600000000027023391,127.51,0
1600000000027221847,127.5,0
1600000000027221847,127.52,0
1600000000027349581,127.49,0
1600000000027349581,127.51,0
1600000000027537822,127.49,0
1600000000027537822,127.51,0
1600000000027685267,127.49,0
1600000000027685267,127.51,0
1600000000027739097,127.49,0
1600000000027739097,127.51,0
1600000000027876037,127.5,0
1600000000027876037,127.52,0
1600000000027989904,127.49,0
1600000000027989904,127.51,0
1600000000028072323,127.5,0
1600000000028072323,127.52,0
1600000000028138991,127.49,0
1600000000028138991,127.51,0
1600000000028336309,127.49,0
1600000000028336309,127.51,0
1600000000028411305,127.49,0
1600000000028411305,127.51,0
1600000000028512617,127.49,0
1600000000028512617,127.51,0
1600000000028696754,127.49,0
1600000000028696754,127.51,0
1600000000028757221,127.49,0
1600000000028757221,127.51,0
1600000000028835923,127.49,0
1600000000028835923,127.51,0
1600000000028980292,127.49,0
1600000000028980292,127.51,0
1600000000029105861,127.49,0
1600000000029105861,127.51,0
1600000000029209813,127.49,0
1600000000029209813,127.51,0
1600000000029293982,127.49,0
1600000000029293982,127.51,0
1600000000029360811,127.49,0
1600000000029360811,127.51,0
1600000000029415333,127.5,0
1600000000029415333,127.52,0
1600000000029551020,127.49,0
1600000000029551020,127.51,0
1600000000029721354,127.49,0
1600000000029721354,127.51,0
1600000000029889930,127.49,0
1600000000029889930,127.51,0
1600000000030057349,127.49,0
1600000000030057349,127.51,0
1600000000030115048,127.49,0
1600000000030115048,127.51,0
1600000000030233213,127.49,0
1600000000030233213,127.51,0
1600000000030358905,127.49,0
1600000000030358905,127.51,0
1600000000030426346,127.49,0
1600000000030426346,127.51,0
1600000000030507062,127.49,0
1600000000030507062,127.51,0
1600000000030619237,127.49,0
1600000000030619237,127.51,0
1600000000030676071,127.48,0
1600000000030676071,127.5,0
1600000000030744250,127.48,0
1600000000030744250,127.5,0
1600000000030820469,127.49,0
1600000000030820469,127.51,0
1600000000030973622,127.49,0
1600000000030973622,127.51,0
1600000000031170476,127.49,0
1600000000031170476,127.51,0
1600000000031295443,127.49,0
1600000000031295443,127.51,0
1600000000031447897,127.5,0
1600000000031447897,127.52,0
1600000000031507393,127.5,0
1600000000031507393,127.52,0
1600000000031603418,127.49,0
1600000000031603418,127.51,0
1600000000031713304,127.49,0
1600000000031713304,127.51,0
1600000000031767016,127.5,0
1600000000031767016,127.52,0
1600000000031911083,127.5,0
1600000000031911083,127.52,0
1600000000032006572,127.5,0
1600000000032006572,127.52,0
1600000000032089236,127.5,0
1600000000032089236,127.52,0
1600000000032282728,127.5,0
1600000000032282728,127.52,0
1600000000032338043,127.5,0
1600000000032338043,127.52,0
1600000000032463076,127.48,0
1600000000032463076,127.5,0
1600000000032630938,127.48,0
1600000000032630938,127.5,0
1600000000032759968,127.48,0
1600000000032759968,127.5,0
1600000000032873878,127.48,0
1600000000032873878,127.5,0
1600000000033044953,127.48,0
1600000000033044953,127.5,0
1600000000033150872,127.48,0
1600000000033150872,127.5,0
1600000000033336076,127.48,0
1600000000033336076,127.5,0
1600000000033513229,127.48,0
1600000000033513229,127.5,0
1600000000033604827,127.48,0
1600000000033604827,127.5,0
1600000000033723033,127.48,0
1600000000033723033,127.5,0
1600000000033847933,127.48,0
1600000000033847933,127.5,0
1600000000033924229,127.48,0
1600000000033924229,127.5,0
1600000000034123367,127.48,0
1600000000034123367,127.5,0
1600000000034248944,127.48,0
1600000000034248944,127.5,0
1600000000034376117,127.48,0
1600000000034376117,127.5,0
1600000000034490888,127.48,0
1600000000034490888,127.5,0
1600000000034618753,127.48,0
1600000000034618753,127.5,0
1600000000034767827,127.48,0
1600000000034767827,127.5,0
1600000000034854449,127.48,0
1600000000034854449,127.5,0
1600000000034940335,127.48,0
1600000000034940335,127.5,0
1600000000035131308,127.48,0
1600000000035131308,127.5,0
1600000000035237685,127.48,0
1600000000035237685,127.5,0
1600000000035370595,127.49,0
1600000000035370595,127.51,0
1600000000035539587,127.48,0
1600000000035539587,127.5,0
1600000000035738318,127.48,0
1600000000035738318,127.5,0
1600000000035804630,127.48,0
1600000000035804630,127.5,0
1600000000035856066,127.48,0
1600000000035856066,127.5,0
1600000000035933635,127.48,0
1600000000035933635,127.5,0
1600000000036100422,127.48,0
1600000000036100422,127.5,0
1600000000036240907,127.48,0
1600000000036240907,127.5,0
1600000000036393462,127.48,0
1600000000036393462,127.5,0
1600000000036583839,127.48,0
1600000000036583839,127.5,0
1600000000036666485,127.48,0
1600000000036666485,127.5,0
1600000000036792611,127.48,0
1600000000036792611,127.5,0
1600000000036960533,127.48,0
1600000000036960533,127.5,0
1600000000037050963,127.48,0
1600000000037050963,127.5,0
1600000000037223201,127.49,0
1600000000037223201,127.51,0
1600000000037341860,127.49,0
1600000000037341860,127.51,0
1600000000037507201,127.49,0
1600000000037507201,127.51,0
1600000000037561359,127.48,0
1600000000037561359,127.5,0
1600000000037685595,127.49,0
1600000000037685595,127.51,0
1600000000037811662,127.49,0
1600000000037811662,127.51,0
1600000000037871541,127.49,0
1600000000037871541,127.51,0
1600000000038058156,127.49,0
1600000000038058156,127.51,0
1600000000038220440,127.49,0
1600000000038220440,127.51,0
1600000000038354557,127.49,0
1600000000038354557,127.51,0
1600000000038448445,127.49,0
1600000000038448445,127.51,0
1600000000038528721,127.49,0
1600000000038528721,127.51,0
1600000000038583520,127.49,0
1600000000038583520,127.51,0
1600000000038746049,127.5,0
1600000000038746049,127.52,0
1600000000038920762,127.5,0
1600000000038920762,127.52,0
1600000000039060903,127.5,0
1600000000039060903,127.52,0
1600000000039225916,127.51,0
1600000000039225916,127.53,0
1600000000039307584,127.51,0
1600000000039307584,127.53,0
1600000000039492767,127.51,0
1600000000039492767,127.53,0
1600000000039615159,127.51,0
1600000000039615159,127.53,0
1600000000039681649,127.51,0
1600000000039681649,127.53,0
1600000000039877218,127.51,0
1600000000039877218,127.53,0
1600000000040044437,127.51,0
1600000000040044437,127.53,0
1600000000040138541,127.51,0
1600000000040138541,127.53,0
1600000000040193857,127.51,0
1600000000040193857,127.53,0
1600000000040281987,127.52,0
1600000000040281987,127.54,0
1600000000040439281,127.51,0
1600000000040439281,127.53,0
1600000000040519235,127.51,0
1600000000040519235,127.53,0
1600000000040682672,127.51,0
1600000000040682672,127.53,0
1600000000040877922,127.52,0
1600000000040877922,127.54,0
1600000000041073745,127.52,0
1600000000041073745,127.54,0
1600000000041257861,127.52,0
1600000000041257861,127.54,0
1600000000041371026,127.52,0
1600000000041371026,127.54,0
1600000000041563578,127.52,0
1600000000041563578,127.54,0
1600000000041680353,127.52,0
1600000000041680353,127.54,0
1600000000041867991,127.51,0
1600000000041867991,127.53,0
1600000000042003302,127.52,0
1600000000042003302,127.54,0
1600000000042106451,127.52,0
1600000000042106451,127.54,0
1600000000042290529,127.51,0
1600000000042290529,127.53,0
1600000000042413090,127.51,0
1600000000042413090,127.53,0
1600000000042553800,127.52,0
1600000000042553800,127.54,0
1600000000042695999,127.51,0
1600000000042695999,127.53,0
1600000000042773325,127.51,0
1600000000042773325,127.53,0
1600000000042940597,127.51,0
1600000000042940597,127.53,0
1600000000043021736,127.51,0
1600000000043021736,127.53,0
1600000000043145374,127.51,0
1600000000043145374,127.53,0
1600000000043268026,127.51,0
1600000000043268026,127.53,0
1600000000043330963,127.51,0
1600000000043330963,127.53,0
1600000000043411124,127.5,0
1600000000043411124,127.52,0
1600000000043596579,127.5,0
1600000000043596579,127.52,0
1600000000043732435,127.5,0
1600000000043732435,127.52,0
1600000000043852478,127.5,0
1600000000043852478,127.52,0
1600000000044048285,127.5,0
1600000000044048285,127.52,0
1600000000044158204,127.5,0
1600000000044158204,127.52,0
1600000000044290259,127.51,0
1600000000044290259,127.53,0
1600000000044425714,127.51,0
1600000000044425714,127.53,0
1600000000044513849,127.51,0
1600000000044513849,127.53,0
1600000000044648526,127.5,0
1600000000044648526,127.52,0
1600000000044728222,127.5,0
1600000000044728222,127.52,0
1600000000044913067,127.5,0
1600000000044913067,127.52,0
1600000000044988023,127.5,0
1600000000044988023,127.52,0
1600000000045053842,127.5,0
1600000000045053842,127.52,0
1600000000045105370,127.5,0
1600000000045105370,127.52,0
1600000000045283151,127.51,0
1600000000045283151,127.53,0
1600000000045419642,127.51,0
1600000000045419642,127.53,0
1600000000045514230,127.51,0
1600000000045514230,127.53,0
1600000000045663382,127.51,0
1600000000045663382,127.53,0
1600000000045841254,127.51,0
1600000000045841254,127.53,0
1600000000045901373,127.51,0
1600000000045901373,127.53,0
1600000000046027266,127.51,0
1600000000046027266,127.53,0
1600000000046093433,127.51,0
1600000000046093433,127.53,0
1600000000046254215,127.51,0
1600000000046254215,127.53,0
1600000000046434990,127.51,0
1600000000046434990,127.53,0
1600000000046519879,127.51,0
1600000000046519879,127.53,0
1600000000046615557,127.51,0
1600000000046615557,127.53,0
1600000000046725819,127.52,0
1600000000046725819,127.54,0
1600000000046911572,127.53,0
1600000000046911572,127.55,0
1600000000047041863,127.52,0
1600000000047041863,127.54,0
1600000000047157871,127.53,0
1600000000047157871,127.55,0
1600000000047352633,127.53,0
1600000000047352633,127.55,0
1600000000047428545,127.53,0
1600000000047428545,127.55,0
1600000000047485018,127.53,0
1600000000047485018,127.55,0
1600000000047684759,127.53,0
1600000000047684759,127.55,0
1600000000047834259,127.53,0
1600000000047834259,127.55,0
1600000000047923044,127.52,0
1600000000047923044,127.54,0
1600000000048074000,127.52,0
1600000000048074000,127.54,0
1600000000048243006,127.52,0
1600000000048243006,127.54,0
1600000000048303838,127.52,0
1600000000048303838,127.54,0
1600000000048490295,127.52,0
1600000000048490295,127.54,0
1600000000048686075,127.52,0
1600000000048686075,127.54,0
1600000000048818822,127.53,0
1600000000048818822,127.55,0
1600000000048948929,127.53,0
1600000000048948929,127.55,0
1600000000049064357,127.52,0
1600000000049064357,127.54,0
1600000000049201200,127.52,0
1600000000049201200,127.54,0
1600000000049262202,127.52,0
1600000000049262202,127.54,0
1600000000049379703,127.53,0
1600000000049379703,127.55,0
1600000000049462259,127.53,0
1600000000049462259,127.55,0
1600000000049580222,127.53,0
1600000000049580222,127.55,0
1600000000049636785,127.52,0
1600000000049636785,127.54,0
1600000000049692625,127.53,0
1600000000049692625,127.55,0
1600000000049757779,127.53,0
1600000000049757779,127.55,0
1600000000049831973,127.53,0
1600000000049831973,127.55,0
1600000000049905501,127.53,0
1600000000049905501,127.55,0
1600000000049959853,127.52,0
1600000000049959853,127.54,0
1600000000050010037,127.52,0
1600000000050010037,127.54,0
1600000000050201493,127.52,0
1600000000050201493,127.54,0
1600000000050265812,127.52,0
1600000000050265812,127.54,0
1600000000050436309,127.52,0
1600000000050436309,127.54,0
1600000000050542642,127.52,0
1600000000050542642,127.54,0
1600000000050633847,127.52,0
1600000000050633847,127.54,0
1600000000050694273,127.52,0
1600000000050694273,127.54,0
1600000000050751777,127.52,0
1600000000050751777,127.54,0
1600000000050918552,127.53,0
1600000000050918552,127.55,0
1600000000051001920,127.52,0
1600000000051001920,127.54,0
1600000000051155761,127.52,0
1600000000051155761,127.54,0
1600000000051322505,127.52,0
1600000000051322505,127.54,0
1600000000051381229,127.52,0
1600000000051381229,127.54,0
1600000000051567385,127.52,0
1600000000051567385,127.54,0
1600000000051699682,127.52,0
1600000000051699682,127.54,0
1600000000051874781,127.53,0
1600000000051874781,127.55,0
1600000000052003653,127.53,0
1600000000052003653,127.55,0
1600000000052123986,127.53,0
1600000000052123986,127.55,0
1600000000052176582,127.54,0
1600000000052176582,127.56,0
1600000000052243749,127.54,0
1600000000052243749,127.56,0
1600000000052381593,127.54,0
1600000000052381593,127.56,0
1600000000052521344,127.55,0
1600000000052521344,127.57,0
1600000000052701161,127.55,0
1600000000052701161,127.57,0
1600000000052831681,127.55,0
1600000000052831681,127.57,0
1600000000052940007,127.55,0
1600000000052940007,127.57,0
1600000000053067677,127.55,0
1600000000053067677,127.57,0
1600000000053259531,127.56,0
1600000000053259531,127.58,0
1600000000053333553,127.55,0
1600000000053333553,127.57,0
1600000000053468011,127.55,0
1600000000053468011,127.57,0
1600000000053663701,127.54,0
1600000000053663701,127.56,0
1600000000053862018,127.54,0
1600000000053862018,127.56,0
1600000000053995814,127.54,0
1600000000053995814,127.56,0
1600000000054186913,127.55,0
1600000000054186913,127.57,0
1600000000054381971,127.55,0
1600000000054381971,127.57,0
1600000000054542675,127.55,0
1600000000054542675,127.57,0
1600000000054727273,127.55,0
1600000000054727273,127.57,0
1600000000054821634,127.54,0
1600000000054821634,127.56,0
1600000000054909920,127.54,0
1600000000054909920,127.56,0
1600000000054989453,127.54,0
1600000000054989453,127.56,0
1600000000055188841,127.54,0
1600000000055188841,127.56,0
1600000000055378612,127.53,0
1600000000055378612,127.55,0
1600000000055556053,127.53,0
1600000000055556053,127.55,0
1600000000055703132,127.53,0
1600000000055703132,127.55,0
1600000000055854092,127.53,0
1600000000055854092,127.55,0
1600000000055962557,127.53,0
1600000000055962557,127.55,0
1600000000056160302,127.53,0
1600000000056160302,127.55,0
1600000000056233697,127.53,0
1600000000056233697,127.55,0
1600000000056387859,127.52,0
1600000000056387859,127.54,0
1600000000056568563,127.52,0
1600000000056568563,127.54,0
1600000000056694500,127.53,0
1600000000056694500,127.55,0
1600000000056874147,127.52,0
1600000000056874147,127.54,0
1600000000057044797,127.53,0
1600000000057044797,127.55,0
1600000000057225541,127.52,0
1600000000057225541,127.54,0
1600000000057367053,127.52,0
1600000000057367053,127.54,0
1600000000057556883,127.52,0
1600000000057556883,127.54,0
1600000000057673892,127.52,0
1600000000057673892,127.54,0
1600000000057868245,127.52,0
1600000000057868245,127.54,0
1600000000057950793,127.51,0
1600000000057950793,127.53,0
1600000000058019164,127.52,0
1600000000058019164,127.54,0
1600000000058175141,127.52,0
1600000000058175141,127.54,0
1600000000058239422,127.52,0
1600000000058239422,127.54,0
1600000000058425548,127.52,0
1600000000058425548,127.54,0
1600000000058575568,127.52,0
1600000000058575568,127.54,0
1600000000058733076,127.52,0
1600000000058733076,127.54,0
1600000000058849922,127.52,0
1600000000058849922,127.54,0
1600000000058994604,127.52,0
1600000000058994604,127.54,0
1600000000059073916,127.52,0
1600000000059073916,127.54,0
1600000000059238102,127.52,0
1600000000059238102,127.54,0
1600000000059292359,127.52,0
1600000000059292359,127.54,0
1600000000059489277,127.51,0
1600000000059489277,127.53,0
1600000000059565835,127.5,0
1600000000059565835,127.52,0
1600000000059659023,127.51,0
1600000000059659023,127.53,0
1600000000059853107,127.51,0
1600000000059853107,127.53,0
1600000000059936343,127.51,0
1600000000059936343,127.53,0
1600000000060031419,127.52,0
1600000000060031419,127.54,0
1600000000060129821,127.52,0
1600000000060129821,127.54,0
1600000000060274288,127.53,0
1600000000060274288,127.55,0
1600000000060404625,127.53,0
1600000000060404625,127.55,0
1600000000060570452,127.53,0
1600000000060570452,127.55,0
1600000000060694716,127.53,0
1600000000060694716,127.55,0
1600000000060762051,127.52,0
1600000000060762051,127.54,0
1600000000060855824,127.52,0
1600000000060855824,127.54,0
1600000000060934394,127.52,0
1600000000060934394,127.54,0
1600000000061072389,127.52,0
1600000000061072389,127.54,0
1600000000061163047,127.51,0
1600000000061163047,127.53,0
1600000000061333687,127.51,0
1600000000061333687,127.53,0
1600000000061456300,127.52,0
1600000000061456300,127.54,0
1600000000061564494,127.52,0
1600000000061564494,127.54,0
1600000000061726366,127.52,0
1600000000061726366,127.54,0
1600000000061884924,127.52,0
1600000000061884924,127.54,0
1600000000062003506,127.52,0
1600000000062003506,127.54,0
1600000000062197281,127.52,0
1600000000062197281,127.54,0
1600000000062296737,127.53,0
1600000000062296737,127.55,0
1600000000062402228,127.53,0
1600000000062402228,127.55,0
1600000000062460271,127.52,0
1600000000062460271,127.54,0
1600000000062613483,127.52,0
1600000000062613483,127.54,0
1600000000062731823,127.52,0
1600000000062731823,127.54,0
