ts_ns,side,price,qty,buy_id,sell_id
1600000000013616547,BUY,127.46,10,654,530
1600000000013813549,BUY,127.46,10,660,482
1600000000014367414,BUY,127.46,10,684,536
1600000000014507202,BUY,127.46,10,690,404
1600000000014581205,BUY,127.46,10,696,542
1600000000014736927,BUY,127.46,10,702,488
1600000000014822066,BUY,127.46,10,708,494
1600000000014924518,BUY,127.46,10,714,416
1600000000014996723,BUY,127.46,10,720,554
1600000000015103678,BUY,127.46,10,726,500
1600000000015161142,BUY,127.46,10,732,560
1600000000015220982,BUY,127.46,10,738,566
1600000000015311750,BUY,127.46,10,744,506
1600000000015502283,BUY,127.46,10,750,572
1600000000015573210,BUY,127.46,10,756,512
1600000000015721832,BUY,127.46,10,762,590
1600000000015787161,BUY,127.46,10,768,476
1600000000015852952,BUY,127.46,10,774,644
1600000000015955579,BUY,127.46,10,780,650
1600000000016134464,BUY,127.46,10,786,530
1600000000016329908,BUY,127.46,10,792,656
1600000000016489462,BUY,127.46,10,798,482
1600000000016669898,BUY,127.46,10,804,680
1600000000016891341,BUY,127.46,10,816,536
1600000000016992749,BUY,127.46,10,822,686
1600000000017133690,BUY,127.46,10,828,404
1600000000017329996,BUY,127.46,10,834,692
1600000000017518600,BUY,127.46,10,840,542
1600000000017604016,BUY,127.46,10,846,698
1600000000017726455,BUY,127.46,10,852,488
1600000000017924021,BUY,127.46,10,864,704
1600000000018009270,BUY,127.46,10,870,494
1600000000018159394,BUY,127.46,10,876,710
1600000000018304443,BUY,127.46,10,882,416
1600000000019037701,BUY,127.46,10,912,716
1600000000019438475,BUY,127.46,10,930,554
1600000000019752318,BUY,127.46,10,942,722
1600000000019875188,BUY,127.46,10,948,500
1600000000019972575,BUY,127.46,10,954,728
1600000000020031879,BUY,127.46,10,960,560
1600000000020098911,BUY,127.46,10,966,356
1600000000020240202,BUY,127.46,10,972,566
1600000000020403091,BUY,127.46,10,978,740
1600000000020512577,BUY,127.46,10,984,506
1600000000020628129,BUY,127.46,10,990,746
1600000000020717373,BUY,127.46,10,996,578
1600000000020904387,BUY,127.46,10,1002,590
1600000000021005084,BUY,127.46,10,1008,476
1600000000021181115,BUY,127.46,10,1014,644
1600000000021233808,BUY,127.46,10,1020,530
1600000000021364906,BUY,127.46,10,1026,794
1600000000021421165,BUY,127.46,10,1032,680
1600000000021590911,BUY,127.46,10,1038,818
1600000000021748683,BUY,127.46,10,1044,824
1600000000021916611,BUY,127.46,10,1050,830
1600000000022102625,BUY,127.46,10,1056,836
1600000000022200044,BUY,127.46,10,1062,842
1600000000022352136,BUY,127.46,10,1065,698
1600000000022352136,BUY,127.46,10,1068,860
1600000000022458241,BUY,127.46,10,1074,494
1600000000022531645,BUY,127.46,10,1077,872
1600000000022531645,BUY,127.46,10,1080,878
1600000000022654301,BUY,127.46,10,1083,926
1600000000022654301,BUY,127.46,10,1086,722
1600000000022841075,BUY,127.46,10,1089,944
1600000000022841075,BUY,127.46,10,1092,728
1600000000022992040,BUY,127.46,10,1095,956
1600000000022992040,BUY,127.46,10,1098,356
1600000000023098372,BUY,127.46,10,1101,968
1600000000023098372,BUY,127.46,10,1104,974
1600000000023251554,BUY,127.46,10,1107,740
1600000000023251554,BUY,127.46,10,1110,506
1600000000023412949,BUY,127.46,10,1113,986
1600000000023412949,BUY,127.46,10,1116,572
1600000000023565568,BUY,127.46,10,1119,596
1600000000023565568,BUY,127.46,10,1122,782
1600000000023723837,BUY,127.46,10,1125,656
1600000000023723837,BUY,127.46,10,1128,800
1600000000023847681,BUY,127.46,10,1131,680
1600000000023847681,BUY,127.46,10,1134,818
1600000000024022664,BUY,127.46,10,1137,686
1600000000024022664,BUY,127.46,10,1140,830
1600000000024106806,BUY,127.46,10,1143,692
1600000000024106806,BUY,127.46,10,1146,542
1600000000024266505,BUY,127.46,10,1149,842
1600000000024266505,BUY,127.46,10,1152,860
1600000000024412731,BUY,127.46,10,1155,866
1600000000024412731,BUY,127.46,10,1158,710
1600000000024470124,BUY,127.46,10,1164,926
1600000000024622405,BUY,127.46,10,1167,938
1600000000024622405,BUY,127.46,10,1170,944
1600000000024681793,BUY,127.46,10,1173,950
1600000000024681793,BUY,127.46,10,1176,962
1600000000024794762,BUY,127.46,10,1182,740
1600000000024881422,BUY,127.46,10,1188,506
1600000000025020666,BUY,127.46,10,1194,746
1600000000025150210,BUY,127.46,10,1200,590
1600000000025331393,BUY,127.46,10,1206,530
1600000000025496763,BUY,127.46,10,1212,680
1600000000025564308,BUY,127.46,10,1215,536
1600000000025564308,BUY,127.46,10,1218,686
1600000000025747759,BUY,127.46,10,1221,404
1600000000025747759,BUY,127.46,10,1224,692
1600000000025885105,BUY,127.46,10,1227,836
1600000000025885105,BUY,127.46,10,1230,488
1600000000025952914,BUY,127.46,10,1236,872
1600000000026030881,BUY,127.46,10,1239,710
1600000000026030881,BUY,127.46,10,1242,938
1600000000026221701,BUY,127.46,10,1245,722
1600000000026221701,BUY,127.46,10,1248,956
1600000000026295125,BUY,127.46,10,1251,962
1600000000026295125,BUY,127.46,10,1254,980
1600000000026453536,BUY,127.46,10,1257,986
1600000000026453536,BUY,127.46,10,1260,782
1600000000026573605,BUY,127.46,10,1263,536
1600000000026573605,BUY,127.46,10,1266,842
1600000000026712724,BUY,127.46,10,1269,710
1600000000026712724,BUY,127.46,10,1272,956
1600000000026799773,BUY,127.46,10,1275,980
1600000000026799773,BUY,127.46,10,1278,986
1600000000026877594,BUY,127.46,10,1281,536
1600000000026877594,BUY,127.46,10,1284,872
1600000000027023391,BUY,127.46,10,1287,956
1600000000027023391,BUY,127.46,10,1290,536
1600000000027221847,BUY,127.46,10,1293,956
1600000000027221847,BUY,127.47,10,1296,383
1600000000027349581,BUY,127.47,10,1299,428
1600000000027349581,BUY,127.47,10,1302,452
1600000000027537822,BUY,127.47,10,1305,464
1600000000027537822,BUY,127.47,10,1308,548
1600000000027685267,BUY,127.47,10,1311,617
1600000000027685267,BUY,127.47,10,1314,635
1600000000027739097,BUY,127.47,10,1317,671
1600000000027739097,BUY,127.47,10,1320,758
1600000000027876037,BUY,127.47,10,1323,776
1600000000027876037,BUY,127.47,10,1326,857
1600000000027989904,BUY,127.47,10,1329,899
1600000000027989904,BUY,127.47,10,1332,917
1600000000028072323,BUY,127.47,10,1335,992
1600000000028072323,BUY,127.47,10,1338,1010
1600000000028138991,BUY,127.47,10,1341,1028
1600000000028138991,BUY,127.47,10,1344,1046
1600000000028336309,BUY,127.47,10,1347,1058
1600000000028336309,BUY,127.47,10,1350,1160
1600000000028411305,BUY,127.47,10,1353,1184
1600000000028411305,BUY,127.47,10,1356,1202
1600000000028512617,BUY,127.47,10,1359,1232
1600000000028512617,BUY,127.47,10,1362,389
1600000000028696754,BUY,127.47,10,1365,452
1600000000028696754,BUY,127.47,10,1368,470
1600000000028757221,BUY,127.47,10,1371,611
1600000000028757221,BUY,127.47,10,1374,635
1600000000028835923,BUY,127.47,10,1377,752
1600000000028835923,BUY,127.47,10,1380,770
1600000000028980292,BUY,127.47,10,1383,893
1600000000028980292,BUY,127.47,10,1386,917
1600000000029105861,BUY,127.47,10,1389,1004
1600000000029105861,BUY,127.47,10,1392,1028
1600000000029209813,BUY,127.47,10,1395,1046
1600000000029209813,BUY,127.47,10,1398,1070
1600000000029293982,BUY,127.47,10,1401,1178
1600000000029293982,BUY,127.47,10,1404,1202
1600000000029360811,BUY,127.47,10,1407,383
1600000000029360811,BUY,127.47,10,1410,452
1600000000029415333,BUY,127.47,10,1413,470
1600000000029415333,BUY,127.47,10,1416,611
1600000000029551020,BUY,127.47,10,1419,671
1600000000029551020,BUY,127.47,10,1422,758
1600000000029721354,BUY,127.47,10,1425,893
1600000000029721354,BUY,127.47,10,1428,992
1600000000029889930,BUY,127.47,10,1431,1028
1600000000029889930,BUY,127.47,10,1434,1058
1600000000030057349,BUY,127.47,10,1437,1196
1600000000030057349,BUY,127.47,10,1440,383
1600000000030115048,BUY,127.47,10,1443,611
1600000000030115048,BUY,127.47,10,1446,857
1600000000030233213,BUY,127.47,10,1449,992
1600000000030233213,BUY,127.47,10,1452,1046
1600000000030358905,BUY,127.47,10,1455,1178
1600000000030358905,BUY,127.47,10,1458,383
1600000000030426346,BUY,127.47,10,1461,917
1600000000030426346,BUY,127.47,10,1464,1046
1600000000030507062,BUY,127.47,10,1467,857
1600000000030507062,BUY,127.48,10,1470,206
1600000000030619237,BUY,127.48,10,1473,188
1600000000030619237,BUY,127.48,10,1476,227
1600000000030676071,BUY,127.48,10,1479,233
1600000000030676071,BUY,127.48,10,1482,251
1600000000030744250,BUY,127.48,10,1485,257
1600000000030744250,BUY,127.48,10,1488,269
1600000000030820469,BUY,127.48,10,1491,275
1600000000030820469,BUY,127.48,10,1494,329
1600000000030973622,BUY,127.48,10,1497,335
1600000000030973622,BUY,127.48,10,1500,347
1600000000031170476,BUY,127.48,10,1503,353
1600000000031170476,BUY,127.48,10,1506,371
1600000000031295443,BUY,127.48,10,1509,395
1600000000031295443,BUY,127.48,10,1512,407
1600000000031447897,BUY,127.48,10,1515,425
1600000000031447897,BUY,127.48,10,1518,485
1600000000031507393,BUY,127.48,10,1521,497
1600000000031507393,BUY,127.48,10,1524,515
1600000000031603418,BUY,127.48,10,1527,521
1600000000031603418,BUY,127.48,10,1530,539
1600000000031713304,BUY,127.48,10,1533,545
1600000000031713304,BUY,127.48,10,1536,569
1600000000031767016,BUY,127.48,10,1539,581
1600000000031767016,BUY,127.48,10,1542,593
1600000000031911083,BUY,127.48,10,1545,647
1600000000031911083,BUY,127.48,10,1548,683
1600000000032006572,BUY,127.48,10,1551,695
1600000000032006572,BUY,127.48,10,1554,713
1600000000032089236,BUY,127.48,10,1557,731
1600000000032089236,BUY,127.48,10,1560,749
1600000000032282728,BUY,127.48,10,1563,791
1600000000032282728,BUY,127.48,10,1566,803
1600000000032338043,BUY,127.48,10,1569,821
1600000000032338043,BUY,127.48,10,1572,833
1600000000032463076,BUY,127.48,10,1575,839
1600000000032463076,BUY,127.48,10,1578,863
1600000000032630938,BUY,127.48,10,1581,869
1600000000032630938,BUY,127.48,10,1584,911
1600000000032759968,BUY,127.48,10,1587,929
1600000000032759968,BUY,127.48,10,1590,953
1600000000032873878,BUY,127.48,10,1593,959
1600000000032873878,BUY,127.48,10,1596,977
1600000000033044953,BUY,127.48,10,1599,983
1600000000033044953,BUY,127.48,10,1602,1076
1600000000033150872,BUY,127.48,10,1605,1088
1600000000033150872,BUY,127.48,10,1608,1100
1600000000033336076,BUY,127.48,10,1611,1106
1600000000033336076,BUY,127.48,10,1614,1136
1600000000033513229,BUY,127.48,10,1617,1142
1600000000033513229,BUY,127.48,10,1620,1154
1600000000033604827,BUY,127.48,10,1623,1166
1600000000033604827,BUY,127.48,10,1626,1214
1600000000033723033,BUY,127.48,10,1629,1220
1600000000033723033,BUY,127.48,10,1632,1244
1600000000033847933,BUY,127.48,10,1635,1250
1600000000033847933,BUY,127.48,10,1638,188
1600000000033924229,BUY,127.48,10,1641,194
1600000000033924229,BUY,127.48,10,1644,233
1600000000034123367,BUY,127.48,10,1647,245
1600000000034123367,BUY,127.48,10,1650,263
1600000000034248944,BUY,127.48,10,1653,269
1600000000034248944,BUY,127.48,10,1656,329
1600000000034376117,BUY,127.48,10,1659,335
1600000000034376117,BUY,127.48,10,1662,353
1600000000034490888,BUY,127.48,10,1665,365
1600000000034490888,BUY,127.48,10,1668,395
1600000000034618753,BUY,127.48,10,1671,401
1600000000034618753,BUY,127.48,10,1674,419
1600000000034767827,BUY,127.48,10,1677,425
1600000000034767827,BUY,127.48,10,1680,491
1600000000034854449,BUY,127.48,10,1683,497
1600000000034854449,BUY,127.48,10,1686,515
1600000000034940335,BUY,127.48,10,1689,521
1600000000034940335,BUY,127.48,10,1692,545
1600000000035131308,BUY,127.48,10,1695,563
1600000000035131308,BUY,127.48,10,1698,575
1600000000035237685,BUY,127.48,10,1701,581
1600000000035237685,BUY,127.48,10,1704,641
1600000000035370595,BUY,127.48,10,1707,647
1600000000035370595,BUY,127.48,10,1710,683
1600000000035539587,BUY,127.48,10,1713,689
1600000000035539587,BUY,127.48,10,1716,707
1600000000035738318,BUY,127.48,10,1719,713
1600000000035738318,BUY,127.48,10,1722,731
1600000000035804630,BUY,127.48,10,1725,743
1600000000035804630,BUY,127.48,10,1728,791
1600000000035856066,BUY,127.48,10,1731,797
1600000000035856066,BUY,127.48,10,1734,821
1600000000035933635,BUY,127.48,10,1737,827
1600000000035933635,BUY,127.48,10,1740,839
1600000000036100422,BUY,127.48,10,1743,851
1600000000036100422,BUY,127.48,10,1746,881
1600000000036240907,BUY,127.48,10,1749,911
1600000000036240907,BUY,127.48,10,1752,953
1600000000036393462,BUY,127.48,10,1755,959
1600000000036393462,BUY,127.48,10,1758,1064
1600000000036583839,BUY,127.48,10,1761,1076
1600000000036583839,BUY,127.48,10,1764,1094
1600000000036666485,BUY,127.48,10,1767,1100
1600000000036666485,BUY,127.48,10,1770,1136
1600000000036792611,BUY,127.48,10,1773,1142
1600000000036792611,BUY,127.48,10,1776,1154
1600000000036960533,BUY,127.48,10,1779,1166
1600000000036960533,BUY,127.48,10,1782,1220
1600000000037050963,BUY,127.48,10,1785,1238
1600000000037050963,BUY,127.48,10,1788,206
1600000000037223201,BUY,127.48,10,1791,188
1600000000037223201,BUY,127.48,10,1794,245
1600000000037341860,BUY,127.48,10,1797,257
1600000000037341860,BUY,127.48,10,1800,293
1600000000037507201,BUY,127.48,10,1803,329
1600000000037507201,BUY,127.48,10,1806,353
1600000000037561359,BUY,127.48,10,1809,365
1600000000037561359,BUY,127.48,10,1812,401
1600000000037685595,BUY,127.48,10,1815,407
1600000000037685595,BUY,127.48,10,1818,425
1600000000037811662,BUY,127.48,10,1821,485
1600000000037811662,BUY,127.48,10,1824,509
1600000000037871541,BUY,127.48,10,1827,515
1600000000037871541,BUY,127.48,10,1830,563
1600000000038058156,BUY,127.48,10,1833,569
1600000000038058156,BUY,127.48,10,1836,593
1600000000038220440,BUY,127.48,10,1839,641
1600000000038220440,BUY,127.48,10,1842,689
1600000000038354557,BUY,127.48,10,1845,695
1600000000038354557,BUY,127.48,10,1848,725
1600000000038448445,BUY,127.48,10,1851,731
1600000000038448445,BUY,127.48,10,1854,797
1600000000038528721,BUY,127.48,10,1857,815
1600000000038528721,BUY,127.48,10,1860,827
1600000000038583520,BUY,127.48,10,1863,833
1600000000038583520,BUY,127.48,10,1866,851
1600000000038746049,BUY,127.48,10,1869,911
1600000000038746049,BUY,127.48,10,1872,959
1600000000038920762,BUY,127.48,10,1875,1064
1600000000038920762,BUY,127.48,10,1878,1130
1600000000039060903,BUY,127.48,10,1881,1142
1600000000039060903,BUY,127.48,10,1884,1214
1600000000039225916,BUY,127.48,10,1887,1238
1600000000039225916,BUY,127.48,10,1890,206
1600000000039307584,BUY,127.48,10,1893,257
1600000000039307584,BUY,127.48,10,1896,329
1600000000039492767,BUY,127.48,10,1899,365
1600000000039492767,BUY,127.48,10,1902,419
1600000000039615159,BUY,127.48,10,1905,485
1600000000039615159,BUY,127.48,10,1908,515
1600000000039681649,BUY,127.48,10,1911,563
1600000000039681649,BUY,127.48,10,1914,593
1600000000039877218,BUY,127.48,10,1917,683
1600000000039877218,BUY,127.48,10,1920,725
1600000000040044437,BUY,127.48,10,1923,791
1600000000040044437,BUY,127.48,10,1926,815
1600000000040138541,BUY,127.48,10,1929,833
1600000000040138541,BUY,127.48,10,1932,953
1600000000040193857,BUY,127.48,10,1935,1064
1600000000040193857,BUY,127.48,10,1938,1166
1600000000040281987,BUY,127.48,10,1941,1238
1600000000040281987,BUY,127.48,10,1944,293
1600000000040439281,BUY,127.48,10,1947,365
1600000000040439281,BUY,127.48,10,1950,425
1600000000040519235,BUY,127.48,10,1953,545
1600000000040519235,BUY,127.48,10,1956,581
1600000000040682672,BUY,127.48,10,1959,713
1600000000040682672,BUY,127.48,10,1962,833
1600000000040877922,BUY,127.48,10,1965,1142
1600000000040877922,BUY,127.48,10,1968,257
1600000000041073745,BUY,127.48,10,1971,425
1600000000041073745,BUY,127.48,10,1974,683
1600000000041257861,BUY,127.48,10,1977,1142
1600000000041257861,BUY,127.48,10,1980,419
1600000000041371026,BUY,127.48,10,1983,257
1600000000041371026,BUY,127.48,10,1986,257
1600000000041563578,BUY,127.49,10,1989,92
1600000000041563578,BUY,127.49,10,1992,161
1600000000041680353,BUY,127.49,10,1995,173
1600000000041680353,BUY,127.49,10,1998,185
1600000000041867991,BUY,127.49,10,2001,215
1600000000041867991,BUY,127.49,10,2004,431
1600000000042003302,BUY,127.49,10,2007,443
1600000000042003302,BUY,127.49,10,2010,461
1600000000042106451,BUY,127.49,10,2013,551
1600000000042106451,BUY,127.49,10,2016,761
1600000000042290529,BUY,127.49,10,2019,773
1600000000042290529,BUY,127.49,10,2022,1001
1600000000042413090,BUY,127.49,10,2025,1019
1600000000042413090,BUY,127.49,10,2028,1031
1600000000042553800,BUY,127.49,10,2031,1043
1600000000042553800,BUY,127.49,10,2034,1061
1600000000042695999,BUY,127.49,10,2037,1118
1600000000042695999,BUY,127.49,10,2040,1181
1600000000042773325,BUY,127.49,10,2043,1205
1600000000042773325,BUY,127.49,10,2046,1235
1600000000042940597,BUY,127.49,10,2049,1484
1600000000042940597,BUY,127.49,10,2052,1580
1600000000043021736,BUY,127.49,10,2055,1598
1600000000043021736,BUY,127.49,10,2058,1610
1600000000043145374,BUY,127.49,10,2061,1628
1600000000043145374,BUY,127.49,10,2064,1640
1600000000043268026,BUY,127.49,10,2067,1652
1600000000043268026,BUY,127.49,10,2070,1670
1600000000043330963,BUY,127.49,10,2073,1682
1600000000043330963,BUY,127.49,10,2076,1694
1600000000043411124,BUY,127.49,10,2079,1700
1600000000043411124,BUY,127.49,10,2082,1724
1600000000043596579,BUY,127.49,10,2085,1730
1600000000043596579,BUY,127.49,10,2088,1748
1600000000043732435,BUY,127.49,10,2091,1754
1600000000043732435,BUY,127.49,10,2094,1766
1600000000043852478,BUY,127.49,10,2097,1772
1600000000043852478,BUY,127.49,10,2100,1784
1600000000044048285,BUY,127.49,10,2103,1808
1600000000044048285,BUY,127.49,10,2106,86
1600000000044158204,BUY,127.49,10,2109,161
1600000000044158204,BUY,127.49,10,2112,179
1600000000044290259,BUY,127.49,10,2115,215
1600000000044290259,BUY,127.49,10,2118,437
1600000000044425714,BUY,127.49,10,2121,455
1600000000044425714,BUY,127.49,10,2124,473
1600000000044513849,BUY,127.49,10,2127,761
1600000000044513849,BUY,127.49,10,2130,995
1600000000044648526,BUY,127.49,10,2133,1001
1600000000044648526,BUY,127.49,10,2136,1025
1600000000044728222,BUY,127.49,10,2139,1031
1600000000044728222,BUY,127.49,10,2142,1055
1600000000044913067,BUY,127.49,10,2145,1061
1600000000044913067,BUY,127.49,10,2148,1163
1600000000044988023,BUY,127.49,10,2151,1181
1600000000044988023,BUY,127.49,10,2154,1211
1600000000045053842,BUY,127.49,10,2157,1235
1600000000045053842,BUY,127.49,10,2160,1574
1600000000045105370,BUY,127.49,10,2163,1580
1600000000045105370,BUY,127.49,10,2166,1604
1600000000045283151,BUY,127.49,10,2169,1622
1600000000045283151,BUY,127.49,10,2172,1634
1600000000045419642,BUY,127.49,10,2175,1664
1600000000045419642,BUY,127.49,10,2178,1688
1600000000045514230,BUY,127.49,10,2181,1700
1600000000045514230,BUY,127.49,10,2184,1730
1600000000045663382,BUY,127.49,10,2187,1748
1600000000045663382,BUY,127.49,10,2190,1772
1600000000045841254,BUY,127.49,10,2193,1808
1600000000045841254,BUY,127.49,10,2196,179
1600000000045901373,BUY,127.49,10,2199,431
1600000000045901373,BUY,127.49,10,2202,455
1600000000046027266,BUY,127.49,10,2205,755
1600000000046027266,BUY,127.49,10,2208,773
1600000000046093433,BUY,127.49,10,2211,1019
1600000000046093433,BUY,127.49,10,2214,1043
1600000000046254215,BUY,127.49,10,2217,1118
1600000000046254215,BUY,127.49,10,2220,1205
1600000000046434990,BUY,127.49,10,2223,1484
1600000000046434990,BUY,127.49,10,2226,1598
1600000000046519879,BUY,127.49,10,2229,1652
1600000000046519879,BUY,127.49,10,2232,1724
1600000000046615557,BUY,127.49,10,2235,1742
1600000000046615557,BUY,127.49,10,2238,1766
1600000000046725819,BUY,127.49,10,2241,173
1600000000046725819,BUY,127.49,10,2244,443
1600000000046911572,BUY,127.49,10,2247,761
1600000000046911572,BUY,127.49,10,2250,1031
1600000000047041863,BUY,127.49,10,2253,1118
1600000000047041863,BUY,127.49,10,2256,1205
1600000000047157871,BUY,127.49,10,2259,1634
1600000000047157871,BUY,127.49,10,2262,1724
1600000000047352633,BUY,127.49,10,2265,173
1600000000047352633,BUY,127.49,10,2268,1031
1600000000047428545,BUY,127.49,10,2271,1181
1600000000047428545,BUY,127.49,10,2274,1700
1600000000047485018,BUY,127.49,10,2277,173
1600000000047485018,BUY,127.49,10,2280,1118
1600000000047684759,BUY,127.49,10,2283,1808
1600000000047684759,BUY,127.49,10,2286,1118
1600000000047834259,BUY,127.49,10,2289,1118
1600000000047834259,BUY,127.49,10,2292,1118
1600000000047923044,BUY,127.5,10,2295,113
1600000000047923044,BUY,127.5,10,2298,125
1600000000048074000,BUY,127.5,10,2301,137
1600000000048074000,BUY,127.5,10,2304,149
1600000000048243006,BUY,127.5,10,2307,197
1600000000048243006,BUY,127.5,10,2310,1079
1600000000048303838,BUY,127.5,10,2313,1097
1600000000048303838,BUY,127.5,10,2316,1109
1600000000048490295,BUY,127.5,10,2319,1145
1600000000048490295,BUY,127.5,10,2322,1157
1600000000048686075,BUY,127.5,10,2325,1175
1600000000048686075,BUY,127.5,10,2328,1223
1600000000048818822,BUY,127.5,10,2331,1247
1600000000048818822,BUY,127.5,10,2334,1268
1600000000048948929,BUY,127.5,10,2337,1280
1600000000048948929,BUY,127.5,10,2340,1298
1600000000049064357,BUY,127.5,10,2343,1316
1600000000049064357,BUY,127.5,10,2346,1346
1600000000049201200,BUY,127.5,10,2349,1358
1600000000049201200,BUY,127.5,10,2352,1370
1600000000049262202,BUY,127.5,10,2355,1388
1600000000049262202,BUY,127.5,10,2358,1406
1600000000049379703,BUY,127.5,10,2361,1430
1600000000049379703,BUY,127.5,10,2364,1448
1600000000049462259,BUY,127.5,10,2367,1466
1600000000049462259,BUY,127.5,10,2370,1490
1600000000049580222,BUY,127.5,10,2373,1502
1600000000049580222,BUY,127.5,10,2376,1532
1600000000049636785,BUY,127.5,10,2379,1796
1600000000049636785,BUY,127.5,10,2382,1820
1600000000049692625,BUY,127.5,10,2385,1832
1600000000049692625,BUY,127.5,10,2388,1844
1600000000049757779,BUY,127.5,10,2391,1856
1600000000049757779,BUY,127.5,10,2394,80
1600000000049831973,BUY,127.5,10,2397,119
1600000000049831973,BUY,127.5,10,2400,137
1600000000049905501,BUY,127.5,10,2403,1067
1600000000049905501,BUY,127.5,10,2406,1103
1600000000049959853,BUY,127.5,10,2409,1139
1600000000049959853,BUY,127.5,10,2412,1151
1600000000050010037,BUY,127.5,10,2415,1169
1600000000050010037,BUY,127.5,10,2418,1217
1600000000050201493,BUY,127.5,10,2421,1247
1600000000050201493,BUY,127.5,10,2424,1274
1600000000050265812,BUY,127.5,10,2427,1286
1600000000050265812,BUY,127.5,10,2430,1310
1600000000050436309,BUY,127.5,10,2433,1340
1600000000050436309,BUY,127.5,10,2436,1352
1600000000050542642,BUY,127.5,10,2439,1370
1600000000050542642,BUY,127.5,10,2442,1400
1600000000050633847,BUY,127.5,10,2445,1430
1600000000050633847,BUY,127.5,10,2448,1460
1600000000050694273,BUY,127.5,10,2451,1472
1600000000050694273,BUY,127.5,10,2454,1496
1600000000050751777,BUY,127.5,10,2457,1532
1600000000050751777,BUY,127.5,10,2460,1820
1600000000050918552,BUY,127.5,10,2463,1838
1600000000050918552,BUY,127.5,10,2466,1850
1600000000051001920,BUY,127.5,10,2469,1862
1600000000051001920,BUY,127.5,10,2472,131
1600000000051155761,BUY,127.5,10,2475,1067
1600000000051155761,BUY,127.5,10,2478,1109
1600000000051322505,BUY,127.5,10,2481,1145
1600000000051322505,BUY,127.5,10,2484,1217
1600000000051381229,BUY,127.5,10,2487,1268
1600000000051381229,BUY,127.5,10,2490,1310
1600000000051567385,BUY,127.5,10,2493,1346
1600000000051567385,BUY,127.5,10,2496,1400
1600000000051699682,BUY,127.5,10,2499,1448
